,passenger_count,year,Month,Date,Day,Hour,distance,Predicted_fare
108,1,2014,6,14,5,13,1.4038779796486547,2.500235379340235
109,1,2014,6,14,5,13,2.356775793856276,3.4485148779841928
110,1,2014,6,14,5,13,2.4824884965380885,3.456155770911337
111,1,2014,6,14,5,13,1.9789819829285795,2.9622124640881755
112,1,2014,6,14,5,13,1.3330283656977182,2.4520186496514476
113,1,2014,6,14,5,13,1.216861050673006,2.3578069722328237
114,1,2014,6,14,5,13,0.7689738829055757,1.9897751872414264
115,1,2014,6,14,5,13,1.014611201997406,2.2230287972798726
116,1,2014,6,14,5,13,2.2315056517555494,3.2856728940577566
117,1,2014,6,14,5,13,1.3622262715971551,2.4638033342844397
118,1,2014,6,14,5,13,0.8832781620105824,2.091977802740291
119,1,2014,6,14,5,13,1.2901113738336731,2.4092046257551827
120,1,2014,6,14,5,13,1.2878169529912107,2.4092046257551827
121,1,2014,6,14,5,13,0.0,2.5542022203755077
122,1,2014,6,14,5,13,1.11743933964258,2.3022145215787155
123,1,2014,6,14,5,13,0.6916172867083872,1.8531762832336403
124,1,2014,6,14,5,13,0.8589100542271243,2.0908372911025994
125,1,2014,6,14,5,13,0.4767985930197056,1.7419870529730401
126,1,2014,6,14,5,13,0.9515196835024985,2.146488043830101
127,1,2014,6,14,5,13,1.4204891821611905,2.5102054997807195
128,1,2014,6,14,5,13,0.9869505335478926,2.2036670923625974
129,1,2014,6,14,5,13,1.904377077688955,2.924770135881756
130,1,2014,6,14,5,13,0.6726160254781516,1.8481307886790088
131,1,2014,6,14,5,13,0.2838597751333404,1.7419870529730401
132,1,2014,6,14,5,13,0.9173614371955866,2.1342870422229594
133,1,2014,6,14,5,13,0.8283107859112275,2.0368537569898018
134,1,2014,6,14,5,13,0.8654471694341296,2.0908372911025994
135,1,2014,6,14,5,13,0.4605680680321244,1.7419870529730401
136,1,2014,6,14,5,13,1.4760861591498013,2.5775739557209767
137,1,2014,6,14,5,13,0.6657716009546818,1.8448608818328687
138,1,2014,6,14,5,13,2.1011617391353217,3.0692239284533125
139,1,2014,6,14,5,13,1.069035564416488,2.286782846413528
140,1,2014,6,14,5,13,0.47912436701604766,1.7419870529730401
141,1,2014,6,14,5,13,1.1694396294400389,2.3088000700840863
142,1,2014,6,14,5,13,1.0960251496722229,2.297909957082059
143,1,2014,6,14,5,13,0.6044091778000587,1.8172216164480393
144,1,2014,6,14,5,13,0.7593250512482719,1.9886945276171835
145,1,2014,6,14,5,13,1.203455102918702,2.327414292512289
146,1,2014,6,14,5,13,1.3059270897838748,2.4278254989410875
147,1,2014,6,14,5,13,1.201529117373149,2.3218365651976955
148,1,2014,6,14,5,13,1.1132970302910232,2.3022145215787155
149,1,2014,6,14,5,13,0.6821461758557772,1.8481307886790088
150,1,2014,6,14,5,13,1.3737987614335825,2.46640134196689
151,1,2014,6,14,5,13,1.1765276478216558,2.3088000700840863
152,1,2011,12,12,0,9,0.7895721996467179,1.9009711805198488
153,1,2011,12,12,0,9,0.5589600539425282,1.777261239471879
154,1,2011,12,12,0,9,1.606117228872758,2.483215417368298
155,1,2011,12,12,0,9,1.0819384280890725,2.111418433658933
156,1,2011,12,12,0,9,1.0832135331896358,2.111418433658933
157,1,2013,6,27,3,0,2.187662712201958,3.1913349520361316
158,1,2013,6,27,3,0,1.4820718463112603,2.578619191724166
159,1,2009,2,20,4,13,1.2496431048093994,2.252596528854518
160,1,2009,2,20,4,13,1.7036388181797935,2.5866906612524483
161,1,2009,2,20,4,13,0.8818522412696845,1.9702448115400695
162,1,2010,8,22,6,21,2.387608159206039,3.234842943229702
163,1,2010,8,22,6,21,2.014066736991901,2.8067431484566034
164,1,2010,8,22,6,21,0.5047855241179792,1.7295761999100978
165,1,2010,8,22,6,21,1.3175682498140233,2.280877109635852
166,1,2012,8,6,0,8,0.2545621830244579,1.7351621398068757
167,1,2012,8,6,0,8,1.9507818195231441,2.8649937336087934
168,1,2013,11,4,0,8,0.6754631759797414,1.8481307886790088
169,1,2013,11,4,0,8,1.2618422755441454,2.377734340819246
170,1,2013,11,4,0,8,1.222377946776041,2.3578069722328237
171,1,2011,6,24,4,20,1.2422780716558155,2.2484490805740784
172,1,2011,6,24,4,20,2.274329512883102,3.1491547881993736
173,1,2011,3,28,0,20,0.9449357332257395,1.9791445993369654
174,1,2011,3,28,0,20,0.24797757991289474,1.7295761999100978
175,1,2011,3,28,0,20,1.2899809969461626,2.2696569254430856
176,1,2011,8,14,6,20,0.9109856903119877,1.9755467679566425
177,1,2011,8,14,6,20,1.088408035597518,2.111418433658933
178,1,2011,8,14,6,20,2.272932538566009,3.142737662219312
179,1,2011,8,14,6,20,1.127828891758909,2.1649037767870163
180,1,2015,2,21,5,15,1.9541781061082997,2.957772608537599
181,1,2015,2,21,5,15,1.1115321865917975,2.303083731102412
182,1,2015,2,21,5,15,1.8423427539839536,2.8718157309168397
183,1,2015,2,21,5,15,1.139589902111238,2.30883570002093
184,1,2013,1,29,1,11,1.2447191677340734,2.365675292699457
185,1,2014,9,12,4,19,1.153909580363733,2.3088000700840863
186,1,2013,11,9,5,18,1.0158273446550437,2.2217615616187127
187,1,2013,11,9,5,18,1.4657324796276687,2.561942591321073
188,1,2013,4,25,3,16,3.0548395996590405,3.9456289752119864
189,1,2013,4,25,3,16,0.8642683957340618,2.0908372911025994
190,1,2013,9,7,5,14,1.0962181447522774,2.2966427214208993
191,1,2013,9,7,5,14,1.099397280568921,2.2975009522568683
192,1,2013,9,7,5,14,0.6500499334995442,1.8373062322007045
193,1,2011,5,21,5,13,0.7912242776294187,1.8998814422326278
194,1,2011,5,21,5,13,0.8295724475045498,1.947375387887759
195,1,2011,5,21,5,13,1.3093767940707448,2.2776098489754357
196,1,2011,11,25,4,16,0.8683449979213922,1.9701023566784495
197,1,2011,11,25,4,16,1.5759931246979366,2.4547781831665287
198,1,2015,1,31,5,20,0.660790875055436,1.8448608818328687
199,1,2010,11,1,0,23,1.1295680736247953,2.1649037767870163
200,1,2010,11,1,0,23,1.4072549044875207,2.3897626657004145
201,1,2010,11,1,0,23,1.47549048616148,2.403907697548775
202,1,2011,3,24,3,15,0.2618928688650806,1.7295761999100978
203,1,2011,3,24,3,15,1.0410297721881185,2.067617849453908
204,1,2010,5,10,0,10,0.8052363356802531,1.918861255349461
205,1,2010,5,10,0,10,0.6225815758067446,1.8153218369698654
206,1,2010,5,10,0,10,1.2343329427509837,2.2442694442289075
207,1,2010,5,10,0,10,1.354417396797638,2.2922387119449
208,1,2012,6,9,5,16,1.0562976202003027,2.1111734591558307
209,1,2012,8,22,2,22,2.0738979974412133,2.93819117839404
210,1,2012,8,22,2,22,0.7720199820254534,1.9056881238615575
211,1,2012,12,23,6,2,1.7969757095513579,2.6191099036727117
212,1,2012,6,30,5,15,1.6190415972303105,2.5047047073714603
213,1,2012,6,30,5,15,0.9980171418167663,2.0657722271796586
214,1,2012,6,30,5,15,1.6239633206209643,2.5262632645669187
215,1,2012,6,30,5,15,0.904107080219134,1.9859399513077431
216,1,2011,10,2,6,23,1.82602448730966,2.6645472673207906
217,1,2011,10,2,6,23,1.925816850827556,2.760904503393383
218,1,2011,10,2,6,23,1.8734105012564095,2.693283642477839
219,1,2011,10,2,6,23,0.3661106916489326,1.7295761999100978
220,1,2011,10,2,6,23,1.7035596533823403,2.5878135777867857
221,1,2011,10,2,6,23,0.3890317061965094,1.7295761999100978
222,1,2011,10,2,6,23,1.7539936234842157,2.5975805441520485
223,1,2011,10,2,6,23,2.4732749108560528,3.2533683666509647
224,1,2011,10,2,6,23,1.5206425136441388,2.4380182638833614
225,1,2011,10,2,6,23,1.0199262466824568,2.0551142733602044
226,1,2011,10,2,6,23,1.0302376693327626,2.0597556606459264
227,1,2011,10,2,6,23,1.2359062477740226,2.2442694442289075
228,1,2011,10,2,6,23,0.7981622128272627,1.9023187653170859
229,1,2011,10,2,6,23,0.9872100995991036,2.041977874194562
230,1,2011,10,2,6,23,0.7822095355825843,1.9009711805198488
231,1,2011,10,2,6,23,1.382722464870669,2.3773965491516345
232,1,2011,10,2,6,23,1.2408472752205442,2.2484490805740784
233,1,2011,10,2,6,23,2.3229958033068816,3.1922560719826563
234,1,2011,10,2,6,23,1.5599941199939302,2.4485848748723122
235,1,2011,10,2,6,23,0.9590569145159266,2.000912202993109
236,1,2011,10,2,6,23,0.747091933717418,1.8947113001052611
237,1,2011,10,2,6,23,1.4276158805955401,2.3902831210004956
238,1,2011,10,2,6,23,1.3376669176761184,2.2828933785505146
239,1,2011,10,2,6,23,1.6762651253517054,2.5758502525451834
240,1,2011,10,2,6,23,1.5501431175581457,2.4485848748723122
241,1,2011,10,2,6,23,1.0926668901032743,2.111418433658933
242,1,2011,10,2,6,23,0.7448195535606612,1.8947113001052611
243,1,2011,10,2,6,23,0.9780817528573255,2.03064846282149
244,1,2011,10,2,6,23,1.3223395806110954,2.2814035734002833
245,1,2011,10,2,6,23,1.8592973056893156,2.6887712908984986
246,1,2011,10,2,6,23,1.5116080814427308,2.437415648138902
247,1,2011,10,2,6,23,2.384882509370822,3.244502552503101
248,1,2011,10,2,6,23,3.150357954371196,3.9291409077019126
249,1,2011,10,2,6,23,1.2565256403999274,2.252596528854518
250,1,2011,10,2,6,23,1.33856230538202,2.2828933785505146
251,1,2011,10,2,6,23,2.281290268358293,3.1775889784374107
252,1,2011,10,2,6,23,2.219388288371744,3.0607767231254597
253,1,2011,10,2,6,23,1.4325098819255098,2.391027729098719
254,1,2011,10,2,6,23,2.0884925442653097,2.923632033911155
255,1,2011,10,2,6,23,2.14526976908688,2.933351430618404
256,1,2011,10,2,6,23,1.2597371216752091,2.252596528854518
257,1,2011,10,2,6,23,1.9738094594024955,2.7795228078781435
258,1,2011,10,2,6,23,1.4370294740261247,2.3919126247720883
259,1,2011,10,2,6,23,2.242698481843003,3.091650315102537
260,1,2011,10,2,6,23,1.4055788807197085,2.3902831210004956
261,1,2011,10,2,6,23,1.7643535087619733,2.598593875552954
262,1,2011,10,2,6,23,2.682138941946803,3.339399525894675
263,1,2011,10,2,6,23,1.8083767349715567,2.6313543926142344
264,1,2011,10,2,6,23,2.062872615427204,2.880009061495246
265,1,2011,10,2,6,23,1.1135676212386594,2.1212484959063787
266,1,2011,10,2,6,23,1.9777383640963404,2.7795228078781435
267,1,2011,10,2,6,23,2.2520111056360457,3.136944010525528
268,1,2011,10,2,6,23,3.044028287265107,3.9186336127523003
269,1,2011,10,2,6,23,1.370429835392557,2.299867285528313
270,1,2011,10,2,6,23,0.26457448824446833,1.7295761999100978
271,1,2011,10,2,6,23,0.5425983778272381,1.767398864285368
272,1,2013,3,21,3,12,1.4613185444527401,2.5590686134786016
273,1,2013,3,21,3,12,1.2538621678948327,2.371568802950511
274,1,2013,3,21,3,12,1.4892342340880123,2.5795556762655547
275,1,2013,3,21,3,12,0.8675960729630281,2.0908372911025994
276,1,2013,3,21,3,12,0.8894555370462318,2.110740838738674
277,1,2013,6,7,4,3,1.9478239514912772,2.9647423264086505
278,1,2013,6,7,4,3,1.016932798711379,2.1797904863343103
279,1,2010,9,5,6,22,0.0,2.446236798398464
280,1,2013,7,12,4,23,1.2060771250431794,2.333529347007277
281,1,2009,12,3,3,2,2.23235204751467,3.0781669837074817
282,1,2009,10,15,3,3,0.8086480415168213,1.944143935543478
283,1,2011,9,25,6,22,2.283339848739581,3.178992857993282
284,1,2011,9,25,6,22,1.5166577643848425,2.43789012162074
285,1,2015,6,8,0,20,1.2729365697490065,2.405875655887914
286,1,2014,7,16,2,8,1.332188774154475,2.4520186496514476
287,1,2014,7,16,2,8,1.5808567787915975,2.6592824016561933
288,1,2011,12,15,3,13,1.2135567064612804,2.241752180838548
289,1,2011,12,15,3,13,0.6502923389008972,1.822059099602787
290,1,2011,10,11,1,22,1.9541281477570152,2.777518646501549
291,1,2011,10,11,1,22,1.3590706573914424,2.2979110648797803
292,1,2011,10,11,1,22,1.147183424528652,2.170162218153727
293,1,2013,9,14,5,16,1.2583367259169995,2.3738475442283122
294,1,2013,9,14,5,16,1.3075078741322947,2.428784365434337
295,1,2014,2,6,3,9,0.6739791108276342,1.8481307886790088
296,1,2014,2,6,3,9,0.7248231887220937,1.9725291026367833
297,1,2014,2,6,3,9,0.5678477958137733,1.7925310255504707
298,1,2009,6,10,2,16,2.5446163602297873,3.25526218080656
299,1,2009,6,10,2,16,0.5661615817595257,1.780169637730129
300,1,2009,6,10,2,16,1.1552322970194668,2.170162218153727
301,1,2009,6,10,2,16,3.0298757659947775,3.8919386633163597
302,1,2009,6,10,2,16,1.5153789317983357,2.4414120020449315
303,1,2009,6,10,2,16,2.627666259372664,3.2823220036390386
304,1,2009,6,10,2,16,1.045942422167533,2.0684341680609526
305,1,2009,6,10,2,16,0.18634796229605488,1.7521638392355403
306,1,2009,6,10,2,16,1.3230432369727108,2.2814035734002833
307,1,2009,6,10,2,16,1.433011554265337,2.3950240830047482
308,1,2009,6,10,2,16,0.9476869062453825,1.993066530430504
309,1,2009,6,10,2,16,0.24245065281799746,1.7309778777592435
310,1,2009,6,10,2,16,0.4833198723103912,1.7295761999100978
311,1,2009,6,10,2,16,1.0125538918644146,2.052829930926012
312,1,2009,6,10,2,16,1.3897354624750358,2.386471845803754
313,1,2009,6,10,2,16,0.6442085339408176,1.8212187415724381
314,1,2009,6,10,2,16,1.1348413102205028,2.1649037767870163
315,1,2009,6,10,2,16,0.656943771901183,1.8262015993976217
316,1,2009,6,10,2,16,1.0179315437303493,2.0551142733602044
317,1,2009,6,10,2,16,1.359212628068002,2.2979110648797803
318,1,2009,6,10,2,16,0.0,2.2624389767503423
319,1,2009,6,10,2,16,1.6315325486242813,2.5330103748242547
320,1,2009,6,10,2,16,0.8132419911130564,1.944931601443101
321,1,2009,6,10,2,16,0.13224091822158263,1.845700396925061
322,1,2009,6,10,2,16,1.0535824970185754,2.078075387535315
323,1,2009,6,10,2,16,1.1713782903824546,2.170162218153727
324,1,2009,6,10,2,16,1.4101827016575703,2.394279474906525
325,1,2009,6,10,2,16,1.5641138641728933,2.4525812287783415
326,1,2009,6,10,2,16,1.2265338408480524,2.242569354637066
327,1,2009,6,10,2,16,1.1079721397094653,2.111418433658933
328,1,2009,6,10,2,16,0.5634736233214893,1.780169637730129
329,1,2009,6,10,2,16,2.784767105656002,3.5571247180912766
330,1,2009,6,10,2,16,1.3499822179989698,2.2874799215375043
331,1,2009,6,10,2,16,2.394295993252362,3.241048958893847
332,1,2009,6,10,2,16,1.0439026638956057,2.0684341680609526
333,1,2009,6,10,2,16,0.7558441580666773,1.894085620555757
334,1,2009,6,10,2,16,0.8536748627384504,1.9682648514227985
335,1,2009,6,10,2,16,0.8784443195412588,1.969476677128945
336,1,2009,6,10,2,16,1.746106683442508,2.5956931851573346
337,1,2009,6,10,2,16,0.7861104012374757,1.9003455009703443
338,1,2009,6,10,2,16,2.335413025978071,3.1902368837128816
339,1,2009,6,10,2,16,1.0328332769566653,2.063052000263848
340,1,2009,6,10,2,16,1.1875265994080522,2.1725214004580904
341,1,2009,6,10,2,16,2.0010079267485894,2.8005713692027228
342,1,2009,6,10,2,16,1.4752927290136941,2.4084245067548853
343,1,2009,6,10,2,16,1.0985587768659788,2.111418433658933
344,1,2009,6,10,2,16,1.5514299761533632,2.4525812287783415
345,1,2009,6,10,2,16,0.7084598344849237,1.8755720344872515
346,1,2009,6,10,2,16,0.6475545307558581,1.8212187415724381
347,1,2009,6,10,2,16,0.6270328943042137,1.8169017180421745
348,1,2009,6,10,2,16,0.2589182410467249,1.7295761999100978
349,1,2009,6,10,2,16,1.2078791952108416,2.241752180838548
350,1,2009,6,10,2,16,1.3045690891706403,2.2764285023529336
351,1,2009,6,10,2,16,2.221783726920169,3.0837663078037405
352,1,2009,6,10,2,16,0.0014846677684609718,2.331317500083484
353,1,2009,6,10,2,16,1.6843402874495328,2.5773141813699536
354,1,2009,6,10,2,16,0.5686016601475679,1.7813763173076462
355,1,2009,6,10,2,16,1.1278189290079332,2.1649037767870163
356,1,2009,6,10,2,16,2.277876941089815,3.143407412392349
357,1,2009,6,10,2,16,0.6174180414143089,1.8153218369698654
358,1,2009,6,10,2,16,1.970805705698365,2.7763106318548756
359,1,2009,6,10,2,16,2.133816075051867,2.930139254595136
360,1,2009,6,10,2,16,0.3573145788741442,1.7295761999100978
361,1,2009,6,10,2,16,0.7246183152745584,1.8873400481422518
362,1,2009,6,10,2,16,0.9450905072427702,1.9796086580746817
363,1,2009,6,10,2,16,0.7343184843350574,1.8902753079850507
364,1,2009,6,10,2,16,1.5486194805324678,2.4525812287783415
365,1,2009,6,10,2,16,1.5449785474719957,2.4525812287783415
366,1,2009,6,10,2,16,0.7961776833327926,1.9016930857675813
367,1,2009,6,10,2,16,1.4411967354816506,2.395908978678117
368,1,2009,6,10,2,16,1.2124749359831517,2.241752180838548
369,1,2009,6,10,2,16,1.6914261195666653,2.5847170549095684
370,1,2009,6,10,2,16,1.593041950238871,2.4584882329994993
371,1,2009,6,10,2,16,0.9320853692059866,1.9761879753875575
372,1,2009,6,10,2,16,1.5928011993147155,2.4584882329994993
373,1,2009,6,10,2,16,0.6577970171779566,1.8262015993976217
374,1,2009,6,10,2,16,0.5179775051193221,1.7632494725794312
375,1,2009,6,10,2,16,0.49988111595359525,1.7295761999100978
376,1,2009,6,10,2,16,1.0792248619020075,2.1107347553962836
377,1,2009,6,10,2,16,0.8156618766657265,1.9478394466254754
378,1,2009,6,10,2,16,0.8994501908602086,1.9755467679566425
379,1,2009,6,10,2,16,0.991261759869312,2.0465721360033458
380,1,2009,6,10,2,16,0.7494478975175143,1.894085620555757
381,1,2009,6,10,2,16,0.9904264119335551,2.0465721360033458
382,1,2009,6,10,2,16,1.0364706656033034,2.0669653545271203
383,1,2009,6,10,2,16,1.2174857999095021,2.241752180838548
384,1,2009,6,10,2,16,0.8011475167951604,1.90241836142145
385,1,2009,6,10,2,16,1.1001928529820215,2.111418433658933
386,1,2009,6,10,2,16,0.7152682357858929,1.8786080809730565
387,1,2009,6,10,2,16,0.9797624363149477,2.0323703800195845
388,1,2009,6,10,2,16,2.084372379473594,2.9180739353373477
389,1,2009,6,10,2,16,0.8564056959255837,1.9689683372864657
390,1,2009,6,10,2,16,1.110755330012602,2.111418433658933
391,1,2009,6,10,2,16,1.4673064235542455,2.395908978678117
392,1,2009,6,10,2,16,1.1637259738804007,2.170162218153727
393,1,2009,6,10,2,16,1.0570576103669471,2.0822303767168124
394,1,2009,6,10,2,16,1.402392960981533,2.3926877550751398
395,1,2009,6,10,2,16,0.733871583008361,1.8902753079850507
396,1,2009,6,10,2,16,1.9332978224000912,2.766749131231542
397,1,2009,6,10,2,16,1.002132384974159,2.0521444537447087
398,1,2009,6,10,2,16,2.0717944877940417,2.879540983005382
399,1,2009,6,10,2,16,1.1996366342496145,2.1776255486653535
400,1,2013,6,26,2,11,0.4617341949923574,1.7419870529730401
401,1,2014,9,5,4,10,0.4307851033499359,1.7419870529730401
402,1,2014,9,5,4,10,0.9824283856519186,2.193257199361021
403,1,2014,9,5,4,10,2.3421844663923768,3.4207088399044636
404,1,2014,9,5,4,10,1.0541882947451053,2.2564003448631804
405,1,2012,9,19,2,12,1.147185232749688,2.2098266995672207
406,1,2012,9,19,2,12,0.814092501208613,1.9527401334237091
407,1,2009,3,22,6,4,2.18201187629122,2.9964770694554246
408,1,2009,8,27,3,2,2.352810968309442,3.2229604375262277
409,1,2009,5,2,5,20,1.504540788406331,2.446192344205753
410,1,2009,5,2,5,20,1.3121825859370606,2.2790116908009335
411,1,2011,2,20,6,2,1.17314287746966,2.170162218153727
412,1,2011,2,20,6,2,2.3612574079253945,3.235718021523392
413,1,2011,6,24,4,12,0.7359563633967219,1.8998236024399575
414,1,2011,6,24,4,12,1.6488859934606124,2.5533196157292166
415,1,2011,6,24,4,12,1.600871642796942,2.481814184596516
416,1,2011,6,24,4,12,0.7955305138459148,1.9016930857675813
417,1,2011,6,24,4,12,0.0,2.4057790110454556
418,1,2011,6,24,4,12,1.1749446242457833,2.170162218153727
419,1,2011,6,24,4,12,1.6692571218266488,2.5751924558421493
420,1,2011,6,24,4,12,0.5354698656568994,1.7658744588861472
421,1,2011,6,24,4,12,0.7749514024901052,1.8971318828129966
422,1,2011,6,24,4,12,0.681325645619988,1.829557884451301
423,1,2011,6,24,4,12,0.0,2.4057790110454556
424,1,2011,6,24,4,12,1.0310558024049845,2.0597556606459264
425,1,2011,6,24,4,12,2.0098369894117907,2.8067431484566034
426,1,2011,6,24,4,12,0.5058994145192518,1.7334548176766995
427,1,2011,6,24,4,12,0.36321459094216585,1.7295761999100978
428,1,2011,6,24,4,12,0.3410456309582759,1.7295761999100978
